airport_depart,airport_arrive,airline,num_layovers
ADQ,KLN,Air Salone,0
KLN,KYK,Air Salone,0
BRL,ORD,Air Choice One,0
BRL,STL,Air Choice One,0
DEC,ORD,Air Choice One,0
DEC,STL,Air Choice One,0
JBR,STL,Air Choice One,0
ORD,BRL,Air Choice One,0
ORD,DEC,Air Choice One,0
STL,BRL,Air Choice One,0
STL,DEC,Air Choice One,0
STL,JBR,Air Choice One,0
KTN,MTM,Fly Colombia ( Interliging Flights ),0
MTM,KTN,Fly Colombia ( Interliging Flights ),0
ATL,LWB,Silver Airways (3M),0
ATL,MCN,Silver Airways (3M),0
ATL,MEI,Silver Airways (3M),0
ATL,MSL,Silver Airways (3M),0
ATL,PIB,Silver Airways (3M),0
ATL,TUP,Silver Airways (3M),0
EYW,FLL,Silver Airways (3M),0
EYW,RSW,Silver Airways (3M),0
EYW,TPA,Silver Airways (3M),0
FLL,EYW,Silver Airways (3M),0
FLL,MCO,Silver Airways (3M),0
FLL,TPA,Silver Airways (3M),0
GLH,TUP,Silver Airways (3M),0
GNV,MCO,Silver Airways (3M),0
GNV,TPA,Silver Airways (3M),0
JAX,TPA,Silver Airways (3M),0
LWB,ATL,Silver Airways (3M),0
MCN,ATL,Silver Airways (3M),0
MCN,MCO,Silver Airways (3M),0
MCO,FLL,Silver Airways (3M),0
MCO,GNV,Silver Airways (3M),0
MCO,MCN,Silver Airways (3M),0
MCO,PNS,Silver Airways (3M),0
MCO,RSW,Silver Airways (3M),0
MCO,TLH,Silver Airways (3M),0
MEI,ATL,Silver Airways (3M),0
MSL,ATL,Silver Airways (3M),0
PBI,TPA,Silver Airways (3M),0
PIB,ATL,Silver Airways (3M),0
PNS,MCO,Silver Airways (3M),0
PNS,TPA,Silver Airways (3M),0
RSW,EYW,Silver Airways (3M),0
RSW,MCO,Silver Airways (3M),0
TLH,MCO,Silver Airways (3M),0
TLH,TPA,Silver Airways (3M),0
TPA,EYW,Silver Airways (3M),0
TPA,FLL,Silver Airways (3M),0
TPA,GNV,Silver Airways (3M),0
TPA,JAX,Silver Airways (3M),0
TPA,PBI,Silver Airways (3M),0
TPA,PNS,Silver Airways (3M),0
TPA,TLH,Silver Airways (3M),0
TUP,ATL,Silver Airways (3M),0
TUP,GLH,Silver Airways (3M),0
LAS,LAX,Boutique Air (Priv),0
LAX,LAS,Boutique Air (Priv),0
MCG,NIB,NA,0
NIB,MCG,NA,0
TLJ,MCG,NA,0
AKP,FAI,NA,0
BTT,AKP,NA,0
CEM,IRC,NA,0
CIK,FAI,NA,0
CIK,FYU,NA,0
FAI,BTT,NA,0
FAI,CEM,NA,0
FAI,CIK,NA,0
FAI,FYU,NA,0
FAI,MLY,NA,0
FAI,WBQ,NA,0
FYU,CIK,NA,0
FYU,FAI,NA,0
IRC,FAI,NA,0
WBQ,FAI,NA,0
BET,EEK,Airbus France,0
BET,KPN,Airbus France,0
BET,KWN,Airbus France,0
BET,KWT,Airbus France,0
BET,MLL,Airbus France,0
BET,NME,Airbus France,0
BET,WNA,Airbus France,0
CYF,BET,Airbus France,0
EEK,BET,Airbus France,0
EEK,KWN,Airbus France,0
KKH,KWK,Airbus France,0
KPN,CYF,Airbus France,0
KWK,BET,Airbus France,0
KWN,BET,Airbus France,0
KWN,EEK,Airbus France,0
NME,OOK,Airbus France,0
PKA,BET,Airbus France,0
PTU,BET,Airbus France,0
WNA,PKA,Airbus France,0
ABL,OTZ,Era Alaska,0
ABL,SHG,Era Alaska,0
ADQ,ANC,Era Alaska,0
AIN,ATK,Era Alaska,0
AIN,BRW,Era Alaska,0
ANC,ADQ,Era Alaska,0
ANC,ANI,Era Alaska,0
ANC,BET,Era Alaska,0
ANC,CDV,Era Alaska,0
ANC,ENA,Era Alaska,0
ANC,FAI,Era Alaska,0
ANC,HOM,Era Alaska,0
ANC,KSM,Era Alaska,0
ANC,UNK,Era Alaska,0
ANC,VDZ,Era Alaska,0
ANI,ANC,Era Alaska,0
ANI,CHU,Era Alaska,0
ANI,HCR,Era Alaska,0
ANI,KLG,Era Alaska,0
ANI,RSH,Era Alaska,0
ANI,SHX,Era Alaska,0
ANV,HCR,Era Alaska,0
ATK,AIN,Era Alaska,0
ATK,BRW,Era Alaska,0
AUK,EMK,Era Alaska,0
BET,ANC,Era Alaska,0
BET,CYF,Era Alaska,0
BET,HPB,Era Alaska,0
BET,KKH,Era Alaska,0
BET,KLG,Era Alaska,0
BET,KUK,Era Alaska,0
BET,KWK,Era Alaska,0
BET,OOK,Era Alaska,0
BET,VAK,Era Alaska,0
BKC,DRG,Era Alaska,0
BKC,OTZ,Era Alaska,0
BRW,AIN,Era Alaska,0
BRW,ATK,Era Alaska,0
BRW,NUI,Era Alaska,0
BRW,PIZ,Era Alaska,0
BTI,FYU,Era Alaska,0
BTI,SCC,Era Alaska,0
CDV,ANC,Era Alaska,0
CYF,KPN,Era Alaska,0
DRG,BKC,Era Alaska,0
DRG,OTZ,Era Alaska,0
ELI,KKA,Era Alaska,0
ELI,OME,Era Alaska,0
EMK,AUK,Era Alaska,0
EMK,KOT,Era Alaska,0
ENA,ANC,Era Alaska,0
FAI,ANC,Era Alaska,0
FAI,GAL,Era Alaska,0
FAI,RBY,Era Alaska,0
FAI,SCC,Era Alaska,0
FYU,BTI,Era Alaska,0
GAL,FAI,Era Alaska,0
GAL,HSL,Era Alaska,0
GAL,KAL,Era Alaska,0
GAL,NUL,Era Alaska,0
GAL,RBY,Era Alaska,0
GAM,OME,Era Alaska,0
GAM,SVA,Era Alaska,0
GLV,OME,Era Alaska,0
GLV,WMO,Era Alaska,0
HCR,ANI,Era Alaska,0
HCR,ANV,Era Alaska,0
HOM,ANC,Era Alaska,0
HPB,SCM,Era Alaska,0
HPB,VAK,Era Alaska,0
HSL,GAL,Era Alaska,0
HSL,KYU,Era Alaska,0
IAN,ORV,Era Alaska,0
IAN,OTZ,Era Alaska,0
KAL,GAL,Era Alaska,0
KAL,NUL,Era Alaska,0
KKA,ELI,Era Alaska,0
KKA,SKK,Era Alaska,0
KKA,UNK,Era Alaska,0
KKH,BET,Era Alaska,0
KLG,ANI,Era Alaska,0
KLG,BET,Era Alaska,0
KLG,RSH,Era Alaska,0
KOT,EMK,Era Alaska,0
KOT,KSM,Era Alaska,0
KPN,BET,Era Alaska,0
KSM,ANC,Era Alaska,0
KSM,KOT,Era Alaska,0
KSM,MOU,Era Alaska,0
KTS,TLA,Era Alaska,0
KTS,WAA,Era Alaska,0
KVL,OTZ,Era Alaska,0
KWK,KKH,Era Alaska,0
KWK,KPN,Era Alaska,0
KWN,TOG,Era Alaska,0
KWT,BET,Era Alaska,0
KYU,GAL,Era Alaska,0
MLL,RSH,Era Alaska,0
MOU,KSM,Era Alaska,0
MYU,BET,Era Alaska,0
NUI,BRW,Era Alaska,0
NUI,SCC,Era Alaska,0
NUL,GAL,Era Alaska,0
NUL,KAL,Era Alaska,0
OBU,ABL,Era Alaska,0
OBU,OTZ,Era Alaska,0
OME,ELI,Era Alaska,0
OME,GAM,Era Alaska,0
OME,GLV,Era Alaska,0
OME,KTS,Era Alaska,0
OME,SHH,Era Alaska,0
OME,SKK,Era Alaska,0
OME,SVA,Era Alaska,0
OME,TLA,Era Alaska,0
OME,UNK,Era Alaska,0
OME,WAA,Era Alaska,0
OME,WMO,Era Alaska,0
OOK,MYU,Era Alaska,0
ORV,IAN,Era Alaska,0
ORV,OTZ,Era Alaska,0
OTZ,ABL,Era Alaska,0
OTZ,BKC,Era Alaska,0
OTZ,DRG,Era Alaska,0
OTZ,IAN,Era Alaska,0
OTZ,ORV,Era Alaska,0
OTZ,SHG,Era Alaska,0
OTZ,WLK,Era Alaska,0
OTZ,WTK,Era Alaska,0
PIZ,BRW,Era Alaska,0
RBY,FAI,Era Alaska,0
RBY,GAL,Era Alaska,0
RSH,ANI,Era Alaska,0
RSH,BET,Era Alaska,0
RSH,KLG,Era Alaska,0
SCC,BTI,Era Alaska,0
SCC,FAI,Era Alaska,0
SCC,NUI,Era Alaska,0
SCM,BET,Era Alaska,0
SHG,OBU,Era Alaska,0
SHH,OME,Era Alaska,0
SHH,WAA,Era Alaska,0
SHX,ANI,Era Alaska,0
SKK,KKA,Era Alaska,0
SKK,OME,Era Alaska,0
SKK,UNK,Era Alaska,0
SLQ,ANI,Era Alaska,0
SMK,UNK,Era Alaska,0
SVA,GAM,Era Alaska,0
SVA,OME,Era Alaska,0
TLA,KTS,Era Alaska,0
TLA,OME,Era Alaska,0
TOG,KWN,Era Alaska,0
UNK,ANC,Era Alaska,0
UNK,SKK,Era Alaska,0
UNK,SMK,Era Alaska,0
VAK,HPB,Era Alaska,0
VAK,SCM,Era Alaska,0
VDZ,ANC,Era Alaska,0
WAA,KTS,Era Alaska,0
WAA,OME,Era Alaska,0
WLK,OTZ,Era Alaska,0
WMO,GLV,Era Alaska,0
WMO,OME,Era Alaska,0
WTK,KVL,Era Alaska,0
ADQ,AKK,Astair,0
AKK,ADQ,Astair,0
ELI,GLV,Bering Air,0
GLV,ELI,Bering Air,0
KKA,OME,Bering Air,0
KTS,OME,Bering Air,0
LUR,OTZ,Bering Air,0
OME,KKA,Bering Air,0
OME,OTZ,Bering Air,0
OME,TNC,Bering Air,0
OTZ,KVL,Bering Air,0
OTZ,OME,Bering Air,0
TNC,WAA,Bering Air,0
UNK,OME,Bering Air,0
WAA,SHH,Bering Air,0
WTK,OTZ,Bering Air,0
AET,BTT,Astral Aviation,0
AET,FAI,Astral Aviation,0
AET,HUS,Astral Aviation,0
